Date,High,Low,Open,Close,Volume,Adj Close
2019-01-01,666.2999877929688,654.1500244140625,660.9500122070312,665.0499877929688,2943390.0,615.4978637695312
2019-01-02,674.0,662.0499877929688,666.0,669.0499877929688,7416655.0,619.1998901367188
2019-01-03,677.0,663.0999755859375,672.0,669.1500244140625,6827249.0,619.2924194335938
2019-01-04,673.9000244140625,651.0,671.75,661.0499877929688,7889310.0,611.7959594726562
2019-01-07,673.5999755859375,661.5,665.0,671.7000122070312,8046340.0,621.6524047851562
2019-01-08,677.4500122070312,668.5499877929688,674.9500122070312,670.0499877929688,8621545.0,620.1253051757812
2019-01-09,689.7999877929688,664.0,686.2000122070312,676.0999755859375,18130292.0,625.7245483398438
2019-01-10,682.0,672.5499877929688,681.5999755859375,679.7000122070312,9572493.0,629.0563354492188
2019-01-11,685.5,672.5,680.2000122070312,683.5,12281903.0,632.5731811523438
2019-01-14,710.2000122070312,695.9500122070312,707.0,701.9000244140625,19312937.0,649.602294921875
2019-01-15,730.0,707.2000122070312,707.2000122070312,726.5999755859375,19671304.0,672.4618530273438
2019-01-16,737.7999877929688,728.5,729.9000244140625,736.7999877929688,9658944.0,681.90185546875
2019-01-17,739.0,729.0999755859375,735.7999877929688,733.3499755859375,6903771.0,678.7089233398438
2019-01-18,736.2000122070312,726.2999877929688,730.0,730.9500122070312,5902151.0,676.4876708984375
2019-01-21,751.0,734.0,738.2000122070312,745.0,8129422.0,689.4908447265625
2019-01-22,749.0,734.0,741.25,745.3499755859375,6723375.0,689.8148193359375
2019-01-23,742.5999755859375,729.2000122070312,742.3499755859375,731.6500244140625,7212099.0,677.1356201171875
2019-01-24,736.0999755859375,721.0,728.0999755859375,732.0,7429783.0,681.1836547851562
2019-01-25,737.9000244140625,724.25,728.0,730.3499755859375,5543112.0,679.6480712890625
2019-01-28,732.5999755859375,719.0,731.0,727.9500122070312,7944693.0,677.4147338867188
2019-01-29,732.8499755859375,716.5,725.5,727.9000244140625,6760819.0,677.3682250976562
2019-01-30,734.7999877929688,721.0999755859375,727.9000244140625,725.9000244140625,5763026.0,675.507080078125
2019-01-31,751.2999877929688,726.0,726.0,749.5499877929688,13825233.0,697.515380859375
2019-02-01,762.5,744.5,751.3499755859375,757.0499877929688,6276585.0,704.49462890625
2019-02-04,762.5,749.2000122070312,757.0,755.9000244140625,3945391.0,703.424560546875
2019-02-05,759.9500122070312,747.0,747.0,754.8499755859375,4694366.0,702.4473876953125
2019-02-06,766.9500122070312,754.3499755859375,755.5499877929688,763.2999877929688,5880482.0,710.3106689453125
2019-02-07,769.4500122070312,761.0,763.0499877929688,764.0,3961797.0,710.9620971679688
2019-02-08,772.25,754.9000244140625,760.0,760.9000244140625,5915169.0,708.077392578125
2019-02-11,768.75,759.0,766.9000244140625,762.7999877929688,5500216.0,709.845458984375
2019-02-12,760.3499755859375,741.0,760.3499755859375,750.4500122070312,7310690.0,698.3529052734375
2019-02-14,753.0,737.25,751.0,740.0499877929688,4610535.0,688.6748657226562
2019-02-15,746.5,732.5999755859375,742.2999877929688,741.9500122070312,5586389.0,690.4429321289062
2019-02-18,747.6500244140625,736.0,742.3499755859375,741.0499877929688,5346825.0,689.6053466796875
2019-02-19,740.5499877929688,721.2999877929688,739.0999755859375,724.2999877929688,9401334.0,674.0181274414062
2019-02-20,743.0,726.0499877929688,727.0,740.7000122070312,5210675.0,689.2796630859375
2019-02-21,738.0,727.0999755859375,738.0,733.4500122070312,7202786.0,682.532958984375
2019-02-22,738.2000122070312,728.0,732.5,734.9500122070312,3750833.0,683.9288940429688
2019-02-25,758.0,735.5499877929688,735.5499877929688,754.9000244140625,6547552.0,702.493896484375
2019-02-26,752.5999755859375,740.1500244140625,748.5999755859375,742.5,8319610.0,690.9546508789062
2019-02-27,746.4000244140625,732.75,745.0,735.25,5936354.0,684.2080078125
2019-02-28,742.4000244140625,732.2999877929688,738.7000122070312,734.2999877929688,8559921.0,683.323974609375
2019-03-01,743.4000244140625,735.5,735.5,741.9000244140625,3998826.0,690.3964233398438
2019-03-05,742.5,730.25,740.5,732.5,4826505.0,681.64892578125
2019-03-06,736.0999755859375,727.0,736.0999755859375,732.5,6076668.0,681.64892578125
2019-03-07,734.5,720.5499877929688,734.0,722.9500122070312,5951551.0,672.7620239257812
2019-03-08,722.9500122070312,710.6500244140625,722.9500122070312,712.3499755859375,7193994.0,662.8977661132812
2019-03-11,718.5,709.4000244140625,713.2999877929688,711.25,9932198.0,661.8741455078125
2019-03-12,714.9500122070312,705.5999755859375,709.0,706.9500122070312,11997387.0,657.8726196289062
2019-03-13,718.5999755859375,706.2999877929688,710.0,708.4500122070312,11348867.0,659.2685546875
2019-03-14,714.9000244140625,706.2000122070312,714.0,708.3499755859375,6415187.0,659.1754150390625
2019-03-15,723.75,709.5999755859375,712.0,718.5499877929688,14638664.0,668.6674194335938
2019-03-18,723.7000122070312,705.3499755859375,721.5499877929688,710.2000122070312,8065544.0,660.8970947265625
2019-03-19,726.5,707.4000244140625,712.7999877929688,722.25,8917337.0,672.1105346679688
2019-03-20,742.2999877929688,727.1500244140625,727.25,738.9500122070312,13471173.0,687.6511840820312
2019-03-22,746.3499755859375,732.2999877929688,745.0,743.0999755859375,8883260.0,691.5130615234375
2019-03-25,742.4000244140625,730.5499877929688,742.4000244140625,735.25,7644966.0,684.2080078125
2019-03-26,735.25,719.0999755859375,735.25,727.75,9406261.0,677.2285766601562
2019-03-27,732.2999877929688,727.1500244140625,730.0,729.7000122070312,7387487.0,679.0432739257812
2019-03-28,745.0,730.0,730.0,737.7999877929688,9277241.0,686.5809936523438
2019-04-01,760.0,742.0,742.0,755.0999755859375,6584982.0,702.679931640625
2019-04-02,765.7999877929688,754.5999755859375,759.0,759.4000244140625,7283600.0,706.6814575195312
2019-04-03,758.5,746.7999877929688,756.0,753.2999877929688,6897127.0,701.0049438476562
2019-04-04,753.7999877929688,745.0999755859375,751.4000244140625,747.9000244140625,7688525.0,695.9799194335938
2019-04-05,760.9500122070312,748.0,750.9000244140625,759.2999877929688,6276040.0,706.58837890625
2019-04-08,770.0,755.4000244140625,763.0499877929688,767.25,4919911.0,713.9865112304688
2019-04-09,773.0,758.2000122070312,770.0,760.5999755859375,6730692.0,707.7981567382812
2019-04-10,766.7000122070312,751.2999877929688,764.0,752.7000122070312,7031088.0,700.4465942382812
2019-04-11,751.75,740.0499877929688,751.75,742.7000122070312,8200995.0,691.1409301757812
2019-04-12,751.5499877929688,740.5999755859375,743.0999755859375,747.75,7043212.0,695.8402709960938
2019-04-15,731.3499755859375,712.5999755859375,724.7000122070312,727.5,31574803.0,676.9959716796875
2019-04-16,727.9000244140625,714.0999755859375,727.9000244140625,724.0999755859375,12524411.0,673.83203125
2019-04-18,722.5,712.75,722.5,717.0499877929688,13801105.0,667.2715454101562
2019-04-22,725.75,715.0,717.0499877929688,721.0499877929688,6455426.0,670.9938354492188
2019-04-23,730.0,718.4000244140625,723.9000244140625,728.2000122070312,5516668.0,677.6473999023438
2019-04-24,737.9000244140625,724.0,728.2000122070312,736.4500122070312,8285120.0,685.32470703125
2019-04-25,737.6500244140625,727.0499877929688,736.4500122070312,728.5499877929688,8005235.0,677.97314453125
2019-04-26,739.7999877929688,729.0,731.0,738.0,6895168.0,686.76708984375
2019-04-30,753.7999877929688,738.0,738.0,751.3499755859375,9920046.0,699.1903076171875
2019-05-02,748.4000244140625,729.5,747.0,730.7999877929688,6351352.0,680.06689453125
2019-05-03,731.0,718.2000122070312,722.9000244140625,723.5999755859375,6348116.0,673.3667602539062
2019-05-06,721.7999877929688,710.6500244140625,715.0,718.4000244140625,8858265.0,668.52783203125
2019-05-07,727.9000244140625,718.7000122070312,720.4000244140625,724.5499877929688,5747536.0,674.2508544921875
2019-05-08,726.0,716.5,721.0,719.3499755859375,6247642.0,669.411865234375
2019-05-09,730.2999877929688,715.7999877929688,719.1500244140625,721.0499877929688,7396525.0,670.9938354492188
2019-05-10,726.0,715.0,720.7999877929688,716.8499755859375,8352335.0,667.08544921875
2019-05-13,726.4500122070312,712.0999755859375,716.5499877929688,719.7000122070312,6808993.0,669.7376098632812
